datetime,temp,humidity,precip,windspeed,winddir,visibility,solarradiation,cloudcover,Date,Site ID,POC,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE,pm25-1,
3/15/2018,3.3,52.8,0,31.4,266,15.8,153.6,56.5,3/15/2018,421010048,3,12.2,51,6.6,
3/16/2018,2.7,44.9,0,38.2,296.2,16,176.5,47.1,3/16/2018,421010048,3,6.6,28,12.2,
3/17/2018,3.3,36.7,0,33.8,265,16,165.8,32.9,3/17/2018,421010048,3,6.5,27,6.6,
3/18/2018,4.3,38.4,0,25.5,326.9,16,229.3,0,3/18/2018,421010048,3,7.6,32,6.5,
3/19/2018,5,46.9,0,20.5,5,16,211.6,35,3/19/2018,421010048,3,9.9,41,7.6,
3/20/2018,0.5,63.7,8.308,27.5,48.5,12.2,29,85.2,3/20/2018,421010048,3,6.1,25,9.9,
3/21/2018,0.7,80.6,23.148,35.4,24.9,7,23.4,100,3/21/2018,421010048,3,5.1,21,6.1,
3/22/2018,4,59,0.846,31.7,321.6,15.1,221.8,76.7,3/22/2018,421010048,3,4.6,19,5.1,
3/23/2018,4.7,45,0,24.3,314.6,16,213.4,55,3/23/2018,421010048,3,5.6,23,4.6,
3/24/2018,4.8,41.9,0,23.7,322.8,16,243.5,26.4,3/24/2018,421010048,3,5.3,22,5.6,
3/25/2018,3.3,56.7,0,26.8,32.8,15.9,159.1,70.7,3/25/2018,421010048,3,3.8,16,5.3,
3/26/2018,3.6,53.7,0,20.3,80.6,16,272,10,3/26/2018,421010048,3,5.5,23,3.8,
3/27/2018,3.8,62.8,0.094,16.8,193.1,15.9,130.7,73.3,3/27/2018,421010048,3,8.6,36,5.5,
3/28/2018,6.9,82.5,0.3,12.8,225.7,13.2,71.1,100,3/28/2018,421010048,3,13.5,54,8.6,
3/29/2018,13.1,82,2.272,15.1,109.5,10.3,168.5,83.3,3/29/2018,421010048,3,13.9,55,13.5,
3/30/2018,14.5,71.7,3.929,33.8,291.7,15.4,72.4,77.6,3/30/2018,421010048,3,10.2,43,13.9,
3/31/2018,8.4,42.8,0,22.4,247,16,256.2,13.1,3/31/2018,421010048,3,5.5,23,10.2,
4/1/2018,11.3,48.8,0,29,247.9,16,129.6,70.3,4/1/2018,421010048,3,6.1,25,5.5,
4/2/2018,5.1,69.4,4.108,26,43.9,14.4,110.7,93.1,4/2/2018,421010048,3,6.9,29,6.1,
4/3/2018,5.4,89,2.345,13.2,118.6,11.7,35,92.6,4/3/2018,421010048,3,5.9,25,6.9,
4/4/2018,10.3,70.2,1.363,48.8,285.1,9.2,97.6,74,4/4/2018,421010048,3,7.4,31,5.9,
4/5/2018,4.7,38.5,0,37.1,290.2,16,207.4,41.9,4/5/2018,421010048,3,5.4,23,7.4,
4/6/2018,9.5,54.5,0.834,32.1,200.2,15.8,176.4,80.3,4/6/2018,421010048,3,11,46,5.4,
4/7/2018,7.9,40.5,0,26.9,326.4,16,111.8,93,4/7/2018,421010048,3,4.3,18,11,
4/8/2018,4,35.9,0,31.9,343.5,16,266.8,47.3,4/8/2018,421010048,3,5.1,21,4.3,
4/9/2018,3.6,44.8,0,17.9,274.7,16,176.2,76.7,4/9/2018,421010048,3,7.8,33,5.1,
4/14/2018,21.3,54.9,0,30,207,15.7,252.2,39.8,4/14/2018,421010048,3,16.4,60,7.8,
4/15/2018,5.9,88.7,9.216,42.1,72.4,10.2,36.1,100,4/15/2018,421010048,3,4.3,18,16.4,
4/16/2018,10.6,79.5,58.324,38.1,344.2,11.6,87.9,97.6,4/16/2018,421010048,3,4.1,17,4.3,
4/17/2018,6.2,52.1,0,32.3,278.8,16,100,91.4,4/17/2018,421010048,3,3.3,14,4.1,
4/18/2018,7.6,49.5,0,29.9,260.4,16,280.9,47.1,4/18/2018,421010048,3,5.6,23,3.3,
4/19/2018,8.4,61.9,0.19,33.4,331.9,15.8,57,91.3,4/19/2018,421010048,3,6.9,29,5.6,
4/20/2018,7,42.8,0,32.8,321.7,16,280.1,24.4,4/20/2018,421010048,3,4.1,17,6.9,
4/21/2018,9.5,42.4,0,18.9,294.4,16,265,45.3,4/21/2018,421010048,3,5.1,21,4.1,
4/22/2018,12.5,36.7,0,14.9,183.3,16,276.3,38,4/22/2018,421010048,3,6.4,27,5.1,
4/23/2018,13.5,45.2,0,21,184.1,16,286.1,26.8,4/23/2018,421010048,3,9.2,38,6.4,
4/24/2018,12.5,60.7,1.552,24.2,112.4,15.6,157.3,76,4/24/2018,421010048,3,5.2,22,9.2,
4/25/2018,15.6,89.6,6.496,20.3,67.3,10.8,97.5,99.1,4/25/2018,421010048,3,4,17,5.2,
4/26/2018,15.8,55.6,0.134,25.6,288.5,15.9,292.8,49.1,4/26/2018,421010048,3,4.1,17,4,
4/27/2018,13.1,79.1,6.245,16.9,41,15.1,59.5,87.5,4/27/2018,421010048,3,10.6,44,4.1,
4/28/2018,15,75.9,2.708,23.5,205.2,10.2,248.6,59.4,4/28/2018,421010048,3,11.6,48,10.6,
4/29/2018,10.8,59.5,4.587,27.8,293.9,15.4,163.2,87.9,4/29/2018,421010048,3,5,21,11.6,
4/30/2018,11.5,37.7,0,29.3,288.5,16,151.8,59.8,4/30/2018,421010048,3,3.6,15,5,
5/1/2018,16.9,42.6,0,24,250.8,16,297.1,6.9,5/1/2018,421010048,3,9.2,38,3.6,
5/2/2018,23.2,33.9,0,30.3,234,16,283.9,38.2,5/2/2018,421010048,3,12.3,51,9.2,
5/3/2018,25.7,41.4,0,34.6,225.5,16,277.6,42.8,5/3/2018,421010048,3,14.4,56,12.3,
5/4/2018,25.1,58.2,0,23.5,221.3,15.9,189.6,69.3,5/4/2018,421010048,3,17.6,63,14.4,
5/5/2018,20.5,41.1,0,30,300.7,16,152.3,77.7,5/5/2018,421010048,3,5.1,21,17.6,
5/6/2018,17.1,60.4,0.082,25.7,46.3,15.9,98.4,97.3,5/6/2018,421010048,3,6.5,27,5.1,
5/7/2018,18,64.7,0,16,41.5,16,249.4,66.2,5/7/2018,421010048,3,6.8,28,6.5,
5/8/2018,17.4,60.4,0,15.4,83.1,16,288.8,24.2,5/8/2018,421010048,3,6,25,6.8,
5/9/2018,18.3,55.2,0,22.2,108.3,16,288.9,16.5,5/9/2018,421010048,3,6.8,28,6,
5/10/2018,18.3,68.7,0,21.9,212.9,14.5,204.4,54.2,5/10/2018,421010048,3,9,38,6.8,
5/11/2018,20.9,54.2,0,20.9,324.1,15.9,253.8,47.2,5/11/2018,421010048,3,11.7,49,9,
5/12/2018,16.2,79.4,31.827,23,45.9,12.8,117.5,93.2,5/12/2018,421010048,3,11.4,48,11.7,
5/13/2018,13,92.3,5.044,18.5,82.5,10.5,30.2,100,5/13/2018,421010048,3,7.1,30,11.4,
5/14/2018,16.8,84.2,6.395,15.4,179.7,13.2,219.4,82.5,5/14/2018,421010048,3,9.5,40,7.1,
5/15/2018,22.7,77.6,10.859,26.6,232.3,13,266.8,59.9,5/15/2018,421010048,3,13.1,53,9.5,
5/16/2018,18,92.7,6.541,17,59.9,12.1,43.2,99.4,5/16/2018,421010048,3,6.2,26,13.1,
5/17/2018,17,91.4,14.226,16.9,50.9,12.4,69.3,94,5/17/2018,421010048,3,4.2,18,6.2,
5/18/2018,16.2,79.9,0.787,36.8,70.9,12.5,82.3,94.5,5/18/2018,421010048,3,7.2,30,4.2,
5/19/2018,13.6,93,16.963,23.4,72.3,9.4,49.1,100,5/19/2018,421010048,3,4,17,7.2,
5/20/2018,23.8,74.8,0.287,26.3,255.8,15.5,233.8,80.7,5/20/2018,421010048,3,5.2,22,4,
5/25/2018,23.5,60.2,0,27.1,226.1,16,299.4,26.8,5/25/2018,421010048,3,13.3,54,5.2,
5/26/2018,25.6,69,14.774,17,224.3,15.4,235.9,52.7,5/26/2018,421010048,3,12.2,51,13.3,
5/27/2018,20.2,87.6,5.758,21.7,76.8,15.2,64.7,93.6,5/27/2018,421010048,3,4.7,20,12.2,
5/28/2018,17.2,83.3,0,15.2,111.4,15.4,139.5,100,5/28/2018,421010048,3,4.5,19,4.7,
5/29/2018,22.3,81.8,0,13.4,215.9,12.2,264.3,81.1,5/29/2018,421010048,3,10.1,42,4.5,
5/30/2018,21.3,85.8,0,17.6,111.6,12.3,119.8,89.9,5/30/2018,421010048,3,5.2,22,10.1,
5/31/2018,21.4,89.2,0.731,14.8,95.7,11.1,92.4,95.9,5/31/2018,421010048,3,3.2,13,5.2,
6/1/2018,24.8,82.9,1.308,14.3,207.9,10.9,160.3,90.5,6/1/2018,421010048,3,8.6,36,3.2,
6/2/2018,25.3,76.6,3.87,18.1,31.5,15.4,147.3,78.4,6/2/2018,421010048,3,7.4,31,8.6,
6/3/2018,16.6,80.4,15.364,32.3,73.2,13.9,123.3,99.5,6/3/2018,421010048,3,3.8,16,7.4,
6/4/2018,17.4,73.8,5.04,20.3,327.8,15.2,293.1,71.5,6/4/2018,421010048,3,2.7,11,3.8,
6/21/2018,23.8,74.6,5.4,16.5,50.4,15,164.4,87.1,6/21/2018,421010048,3,10.5,44,2.7,
6/22/2018,20.9,81,3.655,24.1,91.3,15,98.2,88.6,6/22/2018,421010048,3,8.2,34,10.5,
6/23/2018,19.6,90.6,0.594,18.9,63.8,12.5,69.6,98.6,6/23/2018,421010048,3,6.6,28,8.2,
6/24/2018,25.4,73.3,0.876,25.3,241.3,11.1,218.6,75,6/24/2018,421010048,3,9.6,40,6.6,
6/25/2018,23.7,54.8,0,25.6,331.1,15.9,317.6,38.4,6/25/2018,421010048,3,6.8,28,9.6,
6/26/2018,21.9,53.3,0,18.8,148.1,16,302.9,56.9,6/26/2018,421010048,3,7.1,30,6.8,
6/27/2018,21.1,75.5,0,19.5,156.8,15.9,56.9,82.8,6/27/2018,421010048,3,4.9,20,7.1,
6/28/2018,26.6,70.6,7.826,24.2,239.9,15.9,234.8,74.4,6/28/2018,421010048,3,6.8,28,4.9,
6/29/2018,28,56.5,0,22.6,313.6,16,310.2,49.8,6/29/2018,421010048,3,11.3,47,6.8,
6/30/2018,28.9,54.6,0,13.7,241.1,16,306.3,36.6,6/30/2018,421010048,3,14.3,56,11.3,
7/1/2018,29.9,57.4,0,17,233.7,15.9,273.9,39.1,7/1/2018,421010048,3,15.2,58,14.3,
7/2/2018,29.9,65,0,17,218,14.9,299.3,24.8,7/2/2018,421010048,3,20.2,68,15.2,
7/3/2018,28.9,73.2,5.222,17.5,83.3,13.6,170.8,44.9,7/3/2018,421010048,3,18.9,65,20.2,
7/4/2018,27.8,74.1,0,13.3,126.9,14.5,239.6,61.4,7/4/2018,421010048,3,11.1,46,18.9,
7/5/2018,28.4,72.1,0,24.2,195.4,15.5,262.1,65.3,7/5/2018,421010048,3,5.2,22,11.1,
7/6/2018,26.4,74.2,3.237,24.5,281.7,15.5,124.6,76.4,7/6/2018,421010048,3,7.4,31,5.2,
7/7/2018,21.6,48.1,0,23.8,52.1,16,297.7,32.2,7/7/2018,421010048,3,4.8,20,7.4,
7/8/2018,22.3,52.8,0,15.6,85.9,16,321.1,5,7/8/2018,421010048,3,7.6,32,4.8,
7/9/2018,24.3,51.8,0,16.4,235.5,16,315.8,3.2,7/9/2018,421010048,3,9.8,41,7.6,
7/10/2018,27.4,52.2,0,21.2,273.7,16,311.1,15.6,7/10/2018,421010048,3,13.1,53,9.8,
7/11/2018,28.1,47.6,0,21.5,357.2,16,257.8,50.9,7/11/2018,421010048,3,12.2,51,13.1,
7/12/2018,24.9,64.6,2.636,23.1,97.8,15.9,189,71.6,7/12/2018,421010048,3,13.6,54,12.2,
7/17/2018,27,76.7,4.019,32.2,224.6,15.6,174,60.9,7/17/2018,421010048,3,10.7,45,13.6,
7/18/2018,25.3,58.2,0,22.8,352.1,15.9,246.4,39.5,7/18/2018,421010048,3,5.7,24,10.7,
7/19/2018,24.1,45.3,0,15.7,26.2,16,319,10.6,7/19/2018,421010048,3,6.5,27,5.7,
7/20/2018,23.9,62.5,0,19.8,123.3,16,241.9,50.3,7/20/2018,421010048,3,6.7,28,6.5,
7/21/2018,21,78.2,9.701,29.7,71.1,14.1,91.3,81.6,7/21/2018,421010048,3,3.2,13,6.7,
7/22/2018,24.8,84.7,16.816,41,138.6,13.7,188.4,91.4,7/22/2018,421010048,3,2.9,12,3.2,
7/23/2018,26.5,81,0.576,30.5,141.4,15.2,171.6,93.9,7/23/2018,421010048,3,5,21,2.9,
7/24/2018,26.7,78.5,2.092,25,150.5,15.1,169.6,93.2,7/24/2018,421010048,3,5.4,23,5,
7/26/2018,25.7,76,1.054,20.1,250.9,15.9,225.2,64.9,7/26/2018,421010048,3,6.9,29,5.4,
7/27/2018,25.8,78.7,9.536,18.3,214.6,14.1,185.9,59.1,7/27/2018,421010048,3,10.4,43,6.9,
7/28/2018,25.5,70.9,0,16.3,273.4,14.4,223.5,62.1,7/28/2018,421010048,3,9.2,38,10.4,
7/29/2018,24.8,56.3,0,15.6,304.4,16,273.6,46.2,7/29/2018,421010048,3,7,29,9.2,
7/30/2018,22.8,74.6,0,13.6,115.9,15.9,114.8,54.2,7/30/2018,421010048,3,8.9,37,7,
7/31/2018,23.6,79,0,15.6,96.8,15.9,118.1,85.2,7/31/2018,421010048,3,5.8,24,8.9,
8/1/2018,27,78,8.63,24.9,194,15.1,237.6,75.7,8/1/2018,421010048,3,4.8,20,5.8,
8/2/2018,27.1,75.9,1.642,23.2,229.1,15.9,191,77.2,8/2/2018,421010048,3,4.6,19,4.8,
8/3/2018,24.9,85.4,11.34,20.1,192.2,15.7,148.9,73.3,8/3/2018,421010048,3,4.3,18,4.6,
8/4/2018,26.3,76.4,2.475,22.4,261.5,15.5,221.3,64.5,8/4/2018,421010048,3,3.4,14,4.3,
8/5/2018,28.1,67.1,0,14.1,226,15.7,211.6,25,8/5/2018,421010048,3,12.7,52,3.4,
8/6/2018,28,71.3,0,16.5,241.5,15.1,164.4,38.5,8/6/2018,421010048,3,15.2,58,12.7,
8/7/2018,27.9,75.6,1.845,19.2,221.2,14.6,227.5,44.4,8/7/2018,421010048,3,12.1,51,15.2,
8/8/2018,27.9,71.7,0,16.3,232.4,15.5,237.2,41.9,8/8/2018,421010048,3,9.6,40,12.1,
8/9/2018,27.5,66.7,1.268,24.6,293.9,15.8,216.6,45.6,8/9/2018,421010048,3,8.9,37,9.6,
8/10/2018,27.2,62.6,0,16.6,263.4,15.5,272.6,47.1,8/10/2018,421010048,3,12.3,51,8.9,
8/11/2018,24.5,84.3,19.801,17.4,94.6,14,133.3,80.9,8/11/2018,421010048,3,8.1,34,12.3,
8/12/2018,25.1,80.3,0,12.4,41.5,14.2,206.5,77.9,8/12/2018,421010048,3,7.3,30,8.1,
8/13/2018,24.9,82.8,18.801,15.8,51.6,14.7,159,81.5,8/13/2018,421010048,3,2.2,9,7.3,
8/14/2018,23.2,81.5,17.267,26.7,249.3,14.8,162.5,65.3,8/14/2018,421010048,3,4.4,18,2.2,
8/15/2018,26.6,64.3,0.462,19.1,269.6,15.7,265,53.7,8/15/2018,421010048,3,14,55,4.4,
8/16/2018,27.3,68,0,13.4,234,15.7,231.5,65.3,8/16/2018,421010048,3,20,68,14,
8/17/2018,28.3,72.9,0,23.8,198.6,15.3,265.6,56.7,8/17/2018,421010048,3,17.8,63,20,
8/18/2018,26.5,78.3,7.519,37.3,255.4,15.4,181.5,73.3,8/18/2018,421010048,3,7.6,32,17.8,
8/19/2018,21.4,86.5,7.081,19,52.3,13.9,39.3,96.9,8/19/2018,421010048,3,2.6,11,7.6,
8/23/2018,22.5,57.2,0,26,325.5,16,311.4,45.6,8/23/2018,421010048,3,8.5,35,2.6,
8/24/2018,22.9,56.8,0,15.1,271.8,16,270.8,11.5,8/24/2018,421010048,3,11.2,47,8.5,
8/25/2018,22.2,66,0,11,146.8,15.9,236.4,55,8/25/2018,421010048,3,7.7,32,11.2,
8/26/2018,24.3,71.1,0,19.7,227.9,16,226.6,44.2,8/26/2018,421010048,3,7.9,33,7.7,
8/27/2018,27.4,71.9,0,14.7,243.9,15.1,218.8,44.3,8/27/2018,421010048,3,18,63,7.9,
8/28/2018,29.2,70.9,0,19.3,232.2,12.4,227.3,25,8/28/2018,421010048,3,21.5,71,18,
8/29/2018,30,68.7,0,17.6,233.6,13.8,244.1,16.1,8/29/2018,421010048,3,17.9,63,21.5,
8/30/2018,29,63,0,22.5,325.5,16,249.6,47.7,8/30/2018,421010048,3,8.7,36,17.9,
8/31/2018,23.7,80.5,10.399,22.8,82.3,15.5,94,98.9,8/31/2018,421010048,3,3.8,16,8.7,
9/1/2018,22.8,79.3,1.03,16.8,81.3,15.9,106.3,88.2,9/1/2018,421010048,3,5.2,22,3.8,
9/2/2018,24.6,80.1,0,13.4,106.8,16,138.6,85.9,9/2/2018,421010048,3,5.3,22,5.2,
9/3/2018,27.8,77.6,0,16.8,230.4,12.3,226.6,62.7,9/3/2018,421010048,3,10.2,43,5.3,
9/4/2018,29.1,67.8,0,15.3,326.2,15.5,237.6,25.5,9/4/2018,421010048,3,7.3,30,10.2,
9/5/2018,28.7,71,0,12.3,129.3,15.8,219.7,27.4,9/5/2018,421010048,3,9.7,40,7.3,
9/6/2018,29.1,71.4,0.205,22.2,240.9,12.8,214.3,61.5,9/6/2018,421010048,3,12.4,52,9.7,
9/7/2018,25.4,79.8,83.359,23.6,60.9,14.3,188,81.6,9/7/2018,421010048,3,5.6,23,12.4,
9/8/2018,19.8,83.4,17.405,25.3,36.8,14.3,61.5,99.4,9/8/2018,421010048,3,5.3,22,5.6,
9/9/2018,15.1,91.8,41.313,27,47.2,10.4,27.5,99.8,9/9/2018,421010048,3,3.7,15,5.3,
9/10/2018,17.4,92.2,9.001,30.8,64.8,12.4,34.7,100,9/10/2018,421010048,3,2.4,10,3.7,
9/11/2018,20.9,90.5,0,11.3,35.1,9.7,111.2,99.7,9/11/2018,421010048,3,4.9,20,2.4,
9/12/2018,24.2,90.6,3.523,14.9,55.2,10.1,212.5,94.8,9/12/2018,421010048,3,5.3,22,4.9,
9/13/2018,23.5,88.8,0,17.8,68.1,15.2,138.6,100,9/13/2018,421010048,3,1.2,5,5.3,
9/14/2018,21.9,87.3,0,19.6,63.7,14,155.8,98.6,9/14/2018,421010048,3,2.9,12,1.2,
9/15/2018,22.5,78,0,14.6,53.7,16,249.5,79.3,9/15/2018,421010048,3,4.2,18,2.9,
9/16/2018,22.7,75.2,0,14.5,93.4,13.9,298.6,49.8,9/16/2018,421010048,3,4.8,20,4.2,
9/17/2018,22.8,87.5,1.715,18.4,127,15.3,131.5,87.7,9/17/2018,421010048,3,4.2,18,4.8,
9/18/2018,24.6,85.9,13.568,23,231.5,15.2,100.9,83.4,9/18/2018,421010048,3,3.7,15,4.2,
9/19/2018,23.7,74.5,0,19.5,0.5,15.9,249,35.3,9/19/2018,421010048,3,9.2,38,3.7,
9/20/2018,20.9,80.3,0.06,18.1,113.3,15.5,90.6,96.8,9/20/2018,421010048,3,3.9,16,9.2,
9/21/2018,21.6,77.9,0,19.7,182.2,16,79.5,98.6,9/21/2018,421010048,3,3.5,15,3.9,
9/22/2018,21.6,69.1,0.205,26.6,331.1,15.9,127.1,73.6,9/22/2018,421010048,3,4.8,20,3.5,
9/23/2018,16.4,85.6,15.775,13.6,37.4,13.6,27.8,92.6,9/23/2018,421010048,3,5.1,21,4.8,
9/24/2018,17.7,83.4,3.137,25.4,69.7,14.1,72.5,97.5,9/24/2018,421010048,3,3.6,15,5.1,
9/25/2018,21.4,89.8,18.399,24.5,94.5,12.5,57.3,96.1,9/25/2018,421010048,3,4,17,3.6,
9/26/2018,24.9,85.7,4.265,19.4,217.8,11.4,138.7,86.9,9/26/2018,421010048,3,4.2,18,4,
9/27/2018,19.5,65.7,0.414,23.9,20.9,15.9,133.3,82.7,9/27/2018,421010048,3,4.1,17,4.2,
9/28/2018,17.7,85.9,23.855,21.7,1,13.5,104.2,83,9/28/2018,421010048,3,3.3,14,4.1,
9/29/2018,18.8,73.2,0,16.9,321.6,14.6,191.9,29.4,9/29/2018,421010048,3,8.5,35,3.3,
9/30/2018,18.1,70.2,0,11.7,334.5,15.7,197.1,23.4,9/30/2018,421010048,3,9.2,38,8.5,
10/1/2018,21.1,78.8,0,21.9,216,15,165.2,54,10/1/2018,421010048,3,9.9,41,9.2,
10/2/2018,23,76.3,0.12,24.4,211.4,15.6,135.4,64.6,10/2/2018,421010048,3,10.3,43,9.9,
10/3/2018,21.1,77,8.38,20.4,340.7,13.8,186.5,52.2,10/3/2018,421010048,3,5.3,22,10.3,
10/4/2018,21.7,84.6,3.534,15.6,247.3,11.5,157.1,71.1,10/4/2018,421010048,3,10.6,44,5.3,
10/10/2018,23.8,82.9,0,15.4,192.2,11.7,140.4,79.4,10/10/2018,421010048,3,4.2,18,10.6,
10/11/2018,24.2,88.6,16.176,20.5,192.3,14,77.3,94.9,10/11/2018,421010048,3,2.6,11,4.2,
10/12/2018,16.6,61.4,13.471,35.6,328.2,15.1,190.9,52.3,10/12/2018,421010048,3,5.1,21,2.6,
10/13/2018,11.4,67.3,1.821,19.5,292.6,15.9,88.3,68.4,10/13/2018,421010048,3,5.5,23,5.1,
10/14/2018,11,72.7,0,12.5,294.4,16,59.6,68.3,10/14/2018,421010048,3,7.1,30,5.5,
10/15/2018,16.6,87.3,2.767,23.9,212.6,15.3,29,97.5,10/15/2018,421010048,3,8.4,35,7.1,
10/16/2018,12.8,56.1,0.308,31.8,305.3,15.9,150.8,69.2,10/16/2018,421010048,3,5.8,24,8.4,
10/17/2018,12.9,54.9,0,28.3,277.3,15.9,168,48.7,10/17/2018,421010048,3,6.8,28,5.8,
10/18/2018,8.7,47.4,0,24.6,294.2,16,165,26.5,10/18/2018,421010048,3,3.8,16,6.8,
10/19/2018,10.7,61.3,0,25.2,233.7,16,141.3,35.1,10/19/2018,421010048,3,7.2,30,3.8,
10/20/2018,14.6,71.5,1.817,33.1,245.3,15.9,90,80.7,10/20/2018,421010048,3,7.2,30,7.2,
10/21/2018,8.9,54.3,0,34.5,314.1,16,122.5,59.6,10/21/2018,421010048,3,3.5,15,7.2,
10/22/2018,8.2,56.8,0,22,235.5,16,157.4,54.2,10/22/2018,421010048,3,5.8,24,3.5,
10/23/2018,13.2,58.8,0,23.8,251.6,16,143,65.7,10/23/2018,421010048,3,8,33,5.8,
10/24/2018,9.6,54.4,0,30,316.5,16,174,23.6,10/24/2018,421010048,3,6,25,8,
10/25/2018,7.3,57.3,0,19.6,307.1,16,154.8,31.7,10/25/2018,421010048,3,7.1,30,6,
10/26/2018,7.2,67,1.619,19,51.5,15.7,71.8,75.9,10/26/2018,421010048,3,7,29,7.1,
10/27/2018,9.6,91.6,27.084,41.1,34.8,10.5,54.5,100,10/27/2018,421010048,3,2.8,12,7,
10/28/2018,10,81.4,0.064,21.8,243.8,15.6,48.7,91.7,10/28/2018,421010048,3,7.1,30,2.8,
10/29/2018,11.5,68.1,0.298,29.4,263.8,16,81.1,72,10/29/2018,421010048,3,5.1,21,7.1,
10/30/2018,9.7,61.2,0,27.2,281.7,16,161.1,7.1,10/30/2018,421010048,3,6.8,28,5.1,
10/31/2018,12.7,69.9,0,24.2,204.6,15.9,143.7,46.6,10/31/2018,421010048,3,12.8,52,6.8,
11/1/2018,16.8,75.8,0,22.1,210.5,15.5,121.7,47.7,11/1/2018,421010048,3,13.3,54,12.8,
11/2/2018,20.8,80.4,4.116,29,193.3,15.3,39.4,91.5,11/2/2018,421010048,3,6.1,25,13.3,
11/3/2018,13.1,66.3,10.784,41.9,275.4,14.9,149.2,61.1,11/3/2018,421010048,3,5.7,24,6.1,
11/4/2018,8.7,62.4,0,15.4,46,16,149.4,23,11/4/2018,421010048,3,6.6,28,5.7,
11/5/2018,10.8,90.1,14.671,25.9,65.4,11.5,15.5,92.4,11/5/2018,421010048,3,6,25,6.6,
11/6/2018,13.3,96.1,36.153,30.8,187.2,8.8,11.8,91.3,11/6/2018,421010048,3,5.1,21,6,
11/7/2018,13.8,62.5,0,21.7,238.6,16,105.7,37.1,11/7/2018,421010048,3,6.7,28,5.1,
11/8/2018,10.7,50.5,0,19.3,346.7,16,139.5,57.5,11/8/2018,421010048,3,7.1,30,6.7,
11/9/2018,8.2,77.7,20.145,24.9,43.8,13,27.3,79.1,11/9/2018,421010048,3,6.4,27,7.1,
11/10/2018,5.7,55.9,0,40.6,282.1,15.9,136.8,39.6,11/10/2018,421010048,3,6.6,28,6.4,
11/11/2018,3.4,58.2,0,17,261.4,16,142.4,4.2,11/11/2018,421010048,3,8.8,37,6.6,
11/12/2018,4.9,70.2,2.838,10,96.4,15.1,74,61.2,11/12/2018,421010048,3,15.3,58,8.8,
11/13/2018,8,81.5,27.928,24.2,324,10.9,42.5,96.8,11/13/2018,421010048,3,8.5,35,15.3,
11/14/2018,4.1,45.4,0,25.2,321.4,16,110.6,61.4,11/14/2018,421010048,3,5.5,23,8.5,
11/15/2018,0.7,73.4,25.062,36.1,47.6,9.9,20.1,82.4,11/15/2018,421010048,3,5.7,24,5.5,
11/20/2018,7.1,70.3,0.373,26.8,298.5,11.9,81.9,74.3,11/20/2018,421010048,3,18.8,65,5.7,
11/21/2018,4.4,56.1,0,32.3,275.8,16,90,47.3,11/21/2018,421010048,3,9.9,41,18.8,
11/22/2018,-3.2,36.7,0,27,337.9,16,131.4,11,11/22/2018,421010048,3,4.8,20,9.9,
11/23/2018,-4.1,45,0,16.8,321.3,16,125.5,20.3,11/23/2018,421010048,3,7.9,33,4.8,
11/24/2018,3.9,78,47.085,28.2,37.6,12.9,45.5,92.6,11/24/2018,421010048,3,15,57,7.9,
11/25/2018,9.7,74.2,9.127,33.2,317.2,15.5,115.3,54,11/25/2018,421010048,3,9.8,41,15,
11/26/2018,8.5,88.3,22.114,26.5,105.5,11.4,19.2,94.1,11/26/2018,421010048,3,12.6,52,9.8,
11/27/2018,4.3,59.9,0,43.5,275,16,52.2,78.8,11/27/2018,421010048,3,4.9,20,12.6,
11/28/2018,2.9,53,0,39.3,280.8,16,64.8,89.7,11/28/2018,421010048,3,6.2,26,4.9,
11/29/2018,3.8,56.6,0,28.2,290.7,16,94.8,61.8,11/29/2018,421010048,3,7.4,31,6.2,
11/30/2018,4.4,60.8,0,10.2,333.5,16,40.1,97.3,11/30/2018,421010048,3,11,46,7.4,
12/1/2018,4.9,78.6,1.497,15.1,60.5,13.6,79.2,74.7,12/1/2018,421010048,3,16.3,60,11,
12/3/2018,11.4,66.4,0,34.6,270.1,13.8,90.5,66.9,12/3/2018,421010048,3,7.2,30,16.3,
12/4/2018,3.9,51.5,0,30.9,329.5,16,81.3,51.7,12/4/2018,421010048,3,4.9,20,7.2,
12/5/2018,-1.2,67.9,0.615,13.9,337.5,14.4,28.7,55.5,12/5/2018,421010048,3,8.4,35,4.9,
12/6/2018,1.5,60.3,0,26.5,254.6,16,68.3,58.6,12/6/2018,421010048,3,12.9,53,8.4,
12/7/2018,2,49.2,0,25.5,303.3,16,117.3,35,12/7/2018,421010048,3,8.2,34,12.9,
12/8/2018,-1.2,56.1,0,19.7,290,16,110.8,50.3,12/8/2018,421010048,3,13.2,53,8.2,
12/9/2018,-0.8,57.6,0,14.9,5.4,16,39.9,68.1,12/9/2018,421010048,3,14.2,55,13.2,
12/10/2018,-0.2,59.9,0,21.9,359.2,16,105.2,22.5,12/10/2018,421010048,3,16.1,59,14.2,
12/11/2018,0.3,60.2,0,15.3,291.4,15.9,109.8,14.7,12/11/2018,421010048,3,18.8,65,16.1,
12/12/2018,2.6,57.4,0,19.4,302.8,15.8,96.2,53.7,12/12/2018,421010048,3,20.6,69,18.8,
12/13/2018,4.2,70.1,0,17.6,83,15.5,54.9,76.9,12/13/2018,421010048,3,16.1,59,20.6,
