datetime,temp,humidity,precip,windspeed,winddir,visibility,solarradiation,cloudcover,Date,Site ID,POC,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE,pm25-1,
7/28/2015,27.9,67.3,0,14.4,232.2,14.6,314.2,46,7/28/2015,421010048,3,9.6,40,4.1,
7/29/2015,28.8,66,0,22,222.5,14.5,285.1,47.8,7/29/2015,421010048,3,11.3,47,9.6,
7/30/2015,27.2,76.3,11.233,23.8,218.7,14.7,241.5,74.5,7/30/2015,421010048,3,4,17,11.3,
7/31/2015,27.3,51.9,0,18.8,294.3,15.2,336,16.8,7/31/2015,421010048,3,6.8,28,4,
8/1/2015,27.5,49.4,0,24.4,262.1,16,308.8,43.1,8/1/2015,421010048,3,8.2,34,6.8,
8/2/2015,26.8,45.5,0,16.9,262.8,16,315.1,35.9,8/2/2015,421010048,3,8.2,34,8.2,
8/3/2015,27.7,53.7,0,26,221.7,16,320.7,26.7,8/3/2015,421010048,3,7,29,8.2,
8/4/2015,28.2,51.8,0.768,28.2,271.4,15.7,281.8,46.5,8/4/2015,421010048,3,6.2,26,7,
8/5/2015,27.3,42.7,0,24.7,285.2,16,296.7,52.4,8/5/2015,421010048,3,11.7,49,6.2,
8/6/2015,25,48.8,0.93,16.4,352.5,15.9,255.1,62.9,8/6/2015,421010048,3,9.5,40,11.7,
8/7/2015,24.7,59.5,1.005,23.4,79.6,15.7,125.9,50.2,8/7/2015,421010048,3,5.1,21,9.5,
8/8/2015,24,55.5,0,17.6,77.7,16,279.7,39.7,8/8/2015,421010048,3,5,21,5.1,
8/9/2015,24.4,56.2,0,18.3,136.4,16,284.7,77.2,8/9/2015,421010048,3,7.3,30,5,
8/10/2015,23.3,68.1,0,17.2,156.1,15.8,234.5,88.3,8/10/2015,421010048,3,2.4,10,7.3,
8/11/2015,23.9,81.4,21.243,25.1,201.6,14.3,210.2,88.6,8/11/2015,421010048,3,2.5,10,2.4,
8/12/2015,24.6,60.4,0.1,23.1,307.3,15.4,310.1,40.5,8/12/2015,421010048,3,5.3,22,2.5,
8/13/2015,23.9,50.8,0,14.2,320.4,16,317.6,53.9,8/13/2015,421010048,3,5.2,22,5.3,
8/14/2015,24.7,53.2,0,14.5,239.2,15.9,311.6,14.4,8/14/2015,421010048,3,12.5,52,5.2,
8/15/2015,26.3,56.6,0.115,16.9,233.9,16,297.7,20,8/15/2015,421010048,3,11,46,12.5,
8/16/2015,27.3,57.3,0,17.1,232,15.9,300.9,14.3,8/16/2015,421010048,3,11.6,48,11,
8/17/2015,28,61.6,1.617,18.8,230,15.8,286.7,25.7,8/17/2015,421010048,3,10.3,43,11.6,
8/18/2015,27,67,0,19.6,177.7,15.4,296.3,54.5,8/18/2015,421010048,3,4.8,20,10.3,
8/19/2015,27.4,70.9,0.033,24.5,155.7,15.8,273.7,73.8,8/19/2015,421010048,3,4.3,18,4.8,
8/20/2015,26.8,76.9,2.9,21.9,143.9,15.9,238.8,89.5,8/20/2015,421010048,3,0.7,3,4.3,
8/21/2015,26.5,62.2,5.863,20.3,335.1,15.6,252.8,63.9,8/21/2015,421010048,3,3.6,15,0.7,
8/22/2015,24.3,41.6,0,21.5,357.5,16,291.8,30.5,8/22/2015,421010048,3,6,25,3.6,
8/23/2015,23.9,51.7,0.038,10.8,337.2,16,233.7,41.8,8/23/2015,421010048,3,11.5,48,6,
8/24/2015,25.1,62.1,0,16.9,182.8,15.8,270.8,54.5,8/24/2015,421010048,3,10,42,11.5,
8/25/2015,26.6,52.6,0.026,23.1,273.1,15.7,283.9,42.4,8/25/2015,421010048,3,7.6,32,10,
8/26/2015,23.3,46.8,0,19.1,311.5,16,291.9,29.3,8/26/2015,421010048,3,8.7,36,7.6,
8/27/2015,22.2,53.2,0,20.3,326.8,16,286.8,35.8,8/27/2015,421010048,3,6.5,27,8.7,
8/28/2015,22.6,53.2,0,17.1,337.6,15.9,293.7,25,8/28/2015,421010048,3,7.8,33,6.5,
8/29/2015,24,58.8,0,20.6,234,15.8,285,32.6,8/29/2015,421010048,3,14,55,7.8,
8/30/2015,26.2,60.5,0,23.3,228.4,15.9,244.3,58.9,8/30/2015,421010048,3,7.6,32,14,
8/31/2015,27.6,61.5,0,19.9,237.7,16,237.6,58.3,8/31/2015,421010048,3,15,57,7.6,
9/1/2015,27.6,62.6,0,15.8,206.3,14.1,253.6,17.5,9/1/2015,421010048,3,16.2,60,15,
9/2/2015,27.1,66.4,0,14.6,238.9,10.8,175.2,48.9,9/2/2015,421010048,3,24.8,78,16.2,
9/3/2015,28.4,56.6,0,18.5,345.1,13.2,240.2,34.2,9/3/2015,421010048,3,25.7,80,24.8,
9/4/2015,27,66,0,24.8,78.7,12.4,181.8,60.3,9/4/2015,421010048,3,22.3,72,25.7,
9/5/2015,24.6,59.1,0,16.6,77.9,15.9,265.9,64.5,9/5/2015,421010048,3,7.8,33,22.3,
9/6/2015,23.3,56.2,0,13.1,329.6,15.8,272.9,33,9/6/2015,421010048,3,7.5,31,7.8,
9/7/2015,25.6,63.7,0,16.3,232.1,14.7,271.7,28.3,9/7/2015,421010048,3,8.3,35,7.5,
9/8/2015,27.3,63.8,0,19.6,222.3,15.9,266.1,8.5,9/8/2015,421010048,3,5.5,23,8.3,
9/9/2015,28,70,0.064,19.2,219.1,15.8,235.2,69,9/9/2015,421010048,3,3.4,14,5.5,
9/10/2015,23.8,86.9,85.422,16.9,45.7,11.1,108.5,96.5,9/10/2015,421010048,3,3,13,3.4,
9/11/2015,22.9,71.8,11.181,19.5,0,15.6,239.1,75.3,9/11/2015,421010048,3,2.3,10,3,
9/12/2015,22.4,78.5,0.49,21.1,156.8,15.5,144.7,71.8,9/12/2015,421010048,3,2.1,9,2.3,
9/13/2015,19.4,67.6,0.033,21.9,280.4,15.3,145.7,57.4,9/13/2015,421010048,3,4.8,20,2.1,
9/16/2015,22.9,54.2,0,8.8,240.3,15.8,258.5,48.1,9/16/2015,421010048,3,15.8,59,4.8,
9/17/2015,23.3,56.6,0,13.5,243.6,15.4,245.9,35.1,9/17/2015,421010048,3,19.5,67,15.8,
9/18/2015,22.9,64,0,13.4,218.7,14.6,250.8,13.7,9/18/2015,421010048,3,15.1,57,19.5,
9/19/2015,23.1,73.2,0,16.3,209.3,12.4,245.9,56,9/19/2015,421010048,3,8.1,34,15.1,
9/20/2015,22.5,59.3,0,29.7,5.4,15.8,211.1,59.3,9/20/2015,421010048,3,3.1,13,8.1,
9/21/2015,18.3,55.5,0,21.5,55.2,16,167.5,68,9/21/2015,421010048,3,6.1,25,3.1,
9/22/2015,19.2,62.1,0,22.1,43.9,16,166.6,81.4,9/22/2015,421010048,3,6.9,29,6.1,
9/23/2015,20.1,57,0,17.2,44.9,16,241.9,32.5,9/23/2015,421010048,3,6.9,29,6.9,
9/24/2015,20,56.2,0,19,65.5,16,213,56.4,9/24/2015,421010048,3,9.2,38,6.9,
9/25/2015,19.9,62.6,0,25.3,63.6,16,131.9,67.5,9/25/2015,421010048,3,9.2,38,9.2,
9/26/2015,18.4,63.2,0,30.6,67.4,16,92.7,74.3,9/26/2015,421010048,3,6.3,26,9.2,
9/27/2015,18,71,0,20.8,60.3,15.9,130.4,83.9,9/27/2015,421010048,3,7.7,32,6.3,
9/28/2015,22.1,77.9,0.085,12.6,75.7,14.1,165.4,88.6,9/28/2015,421010048,3,4.4,18,7.7,
9/29/2015,23.5,83.6,4.667,16.6,107.3,11.7,177.8,89.8,9/29/2015,421010048,3,4,17,4.4,
9/30/2015,23.3,81.4,34.21,24.1,326.9,13.7,73.8,97.5,9/30/2015,421010048,3,1.7,7,4,
10/1/2015,15.7,72.6,9.036,30,34.4,14.6,62.6,99.9,10/1/2015,421010048,3,4.3,18,1.7,
10/2/2015,11.1,83.8,41.845,43.3,38.6,10.2,45.6,100,10/2/2015,421010048,3,5.2,22,4.3,
10/4/2015,13.9,68.5,0,29.2,52.7,16,125.5,90.6,10/4/2015,421010048,3,7,29,5.2,
10/5/2015,14.5,61.4,0,21.2,41.9,16,196.1,55.7,10/5/2015,421010048,3,7.8,33,7,
10/10/2015,14.6,56.7,0,23.6,9.8,16,208.2,43.7,10/10/2015,421010048,3,5.7,24,7.8,
10/11/2015,13.9,64.4,0,15.3,250,15.7,203.4,21.3,10/11/2015,421010048,3,12.6,52,5.7,
10/12/2015,16.3,64.8,0,14.1,209,14.8,203,5.5,10/12/2015,421010048,3,15.8,59,12.6,
10/13/2015,18.9,70.8,0.566,23.2,238.2,15.8,163.8,73.9,10/13/2015,421010048,3,7.7,32,15.8,
10/14/2015,16.6,56.9,0.11,21.7,275.6,16,152.4,74.7,10/14/2015,421010048,3,7.3,30,7.7,
10/15/2015,14.3,56.3,0.026,21.5,284.1,16,196.7,39.5,10/15/2015,421010048,3,8,33,7.3,
10/16/2015,14.1,54.3,0.142,25.6,285,16,164.2,38.8,10/16/2015,421010048,3,10.5,44,8,
10/17/2015,10,51,0,29.9,304.8,16,185.2,48.4,10/17/2015,421010048,3,8,33,10.5,
10/18/2015,6.7,54.4,0,22.6,322.2,16,157.3,55.5,10/18/2015,421010048,3,7.8,33,8,
10/19/2015,6.4,57.9,0,17.8,259.6,16,191.1,2.6,10/19/2015,421010048,3,9.5,40,7.8,
10/20/2015,13.8,51.7,0,25.3,235.8,16,174.4,29.9,10/20/2015,421010048,3,9.2,38,9.5,
10/21/2015,16,60.3,0,13.1,236.3,15.8,174.5,30.9,10/21/2015,421010048,3,18.4,64,9.2,
10/22/2015,16.9,61.3,0,20,239.4,15.4,154.6,49.8,10/22/2015,421010048,3,18,63,18.4,
10/23/2015,14.5,48.7,0,23.7,351.7,16,185.2,15.6,10/23/2015,421010048,3,9.1,38,18,
10/24/2015,11.2,58.5,0,16.5,82.8,16,160.1,68.9,10/24/2015,421010048,3,8.1,34,9.1,
10/26/2015,10.6,57.3,0,14.9,3.5,16,107.4,60.7,10/26/2015,421010048,3,8.1,34,8.1,
10/27/2015,10.5,68.6,0,21.4,67.9,15.8,64.3,77.2,10/27/2015,421010048,3,11,46,8.1,
10/28/2015,17.2,84.9,15.474,30.6,118.3,12.2,74,99.4,10/28/2015,421010048,3,3.3,14,11,
10/29/2015,19,63.4,11.909,27.4,253.5,15.4,134,81.6,10/29/2015,421010048,3,4.2,18,3.3,
10/30/2015,12,48.9,0,22.8,295.1,16,167.8,28.1,10/30/2015,421010048,3,5.1,21,4.2,
10/31/2015,9.3,59.3,0,14.1,279.6,16,129.5,40.9,10/31/2015,421010048,3,11.4,48,5.1,
11/1/2015,14.6,73.3,0.016,23.2,226.7,16,111.7,81.7,11/1/2015,421010048,3,13.7,54,11.4,
11/2/2015,13.7,75,0,9.5,260.5,14.5,44.3,63.3,11/2/2015,421010048,3,15.1,57,13.7,
11/3/2015,14.2,66,0,12,238.9,14.8,155.9,5.3,11/3/2015,421010048,3,21.3,70,15.1,
11/4/2015,16.1,65.6,0,13.6,116.5,15.3,153,0.3,11/4/2015,421010048,3,20.2,68,21.3,
11/5/2015,17.2,88.5,1.915,11,221.4,8.4,119,98.2,11/5/2015,421010048,3,14.6,56,20.2,
11/6/2015,21,81.3,0.353,24.3,220.7,11.1,116.9,92.8,11/6/2015,421010048,3,9.5,40,14.6,
11/7/2015,16.4,60.1,0.277,16.6,293.2,16,57,90.7,11/7/2015,421010048,3,7.1,30,9.5,
11/8/2015,10.8,47.3,0,22.8,323.1,16,152,33.4,11/8/2015,421010048,3,9.6,40,7.1,
11/9/2015,10.1,57.8,0,12,51.3,15.7,89,60.5,11/9/2015,421010048,3,18.6,65,9.6,
11/10/2015,14.4,86.5,16.239,26.7,49.6,8.4,74.9,99.2,11/10/2015,421010048,3,5.5,23,18.6,
11/11/2015,14.1,76.5,0.859,24.9,330.1,15.2,107.4,85.9,11/11/2015,421010048,3,3.9,16,5.5,
11/12/2015,12.7,83.6,3.037,24.9,200.2,14.8,51,72.4,11/12/2015,421010048,3,8.8,37,3.9,
11/13/2015,12.6,41.8,0,40.4,272.4,16,144.5,43.1,11/13/2015,421010048,3,8,33,8.8,
11/14/2015,8.2,41.3,0,39.3,294.2,16,135.6,35.2,11/14/2015,421010048,3,4.5,19,8,
11/15/2015,9.6,51.5,0,22.8,243.1,16,137.8,21.7,11/15/2015,421010048,3,11.8,49,4.5,
11/16/2015,12.9,49.5,0,18.6,266.2,16,137.6,1.4,11/16/2015,421010048,3,14.5,56,11.8,
11/17/2015,9.3,61.5,0,22.1,67.3,16,129.3,50.4,11/17/2015,421010048,3,11.5,48,14.5,
11/18/2015,11.3,74.9,0,19.6,90.2,15.9,119,70.3,11/18/2015,421010048,3,8.7,36,11.5,
11/19/2015,16.8,85.1,19.589,26.6,155.8,10.9,25.1,97.4,11/19/2015,421010048,3,4.1,17,8.7,
11/20/2015,11.5,44.3,0,27.3,315.8,15.7,137.7,24.5,11/20/2015,421010048,3,6.4,27,4.1,
11/21/2015,7.9,51.9,0,17,75.4,16,130.1,51,11/21/2015,421010048,3,8.7,36,6.4,
11/22/2015,8.9,53.2,0,24,315.1,16,39.5,81.7,11/22/2015,421010048,3,8.1,34,8.7,
11/23/2015,3,41.7,0,28.2,323,16,123.3,18.1,11/23/2015,421010048,3,9.3,39,8.1,
11/24/2015,4.9,49.2,0,17.7,277,16,127.1,64.8,11/24/2015,421010048,3,16.1,59,9.3,
11/25/2015,5.5,60.6,0,12.5,80.9,15.7,126.2,12.2,11/25/2015,421010048,3,23.2,74,16.1,
11/26/2015,8.8,70.1,0,10.9,349.5,15.4,121.7,37.9,11/26/2015,421010048,3,17.8,63,23.2,
11/27/2015,10.8,75,0,18.2,230.2,12.1,119.7,67.4,11/27/2015,421010048,3,19.2,66,17.8,
11/28/2015,12.6,78.8,0.245,21,292.8,15.6,56.1,90.4,11/28/2015,421010048,3,13.6,54,19.2,
11/29/2015,7.4,66.9,2.421,21.7,26.7,15.7,45.7,85.3,11/29/2015,421010048,3,4.1,17,13.6,
11/30/2015,5.4,63.9,0.267,27,43.5,15.7,63,87.7,11/30/2015,421010048,3,11.7,49,4.1,
12/1/2015,11,90.7,17.324,14.8,73.2,5.8,13.9,99.7,12/1/2015,421010048,3,5.1,21,11.7,
12/2/2015,12.9,90,3.928,21.4,245.5,6.8,23.9,99.9,12/2/2015,421010048,3,8.1,34,5.1,
12/3/2015,8.8,55.5,0,29.9,283.4,16,117.2,59.4,12/3/2015,421010048,3,6.9,29,8.1,
12/4/2015,7.4,57.1,0,15.7,287.1,16,118.8,26.2,12/4/2015,421010048,3,15.9,59,6.9,
12/5/2015,5.4,67,0,12,355.7,15.3,117,0.9,12/5/2015,421010048,3,22.4,73,15.9,
12/6/2015,5.3,72.6,0,11.7,236.7,11.1,115,28,12/6/2015,421010048,3,42.4,118,22.4,
12/7/2015,7.2,64.4,0,12.9,277.3,10.7,89.6,57.7,12/7/2015,421010048,3,35.5,101,42.4,
12/8/2015,5.7,60.9,0,16.6,339.8,15.4,111.2,37.3,12/8/2015,421010048,3,22.9,74,35.5,
12/9/2015,7.9,73,0,18.2,169.7,12.7,99.7,79.3,12/9/2015,421010048,3,27.1,83,22.9,
12/10/2015,11.4,71.8,0.033,9.3,238,14.2,91.2,60.3,12/10/2015,421010048,3,21.8,71,27.1,
12/11/2015,10.5,79,0,15.1,239.1,11.6,79.3,65.4,12/11/2015,421010048,3,26.2,81,21.8,
12/12/2015,14.1,75.2,0,11.5,244.2,11.9,101.2,81.4,12/12/2015,421010048,3,30.8,90,26.2,
12/13/2015,15.7,77.9,0,9.1,234.5,12.1,59.8,80.2,12/13/2015,421010048,3,32.6,94,30.8,
12/14/2015,16.1,85,1.97,23.2,166.8,8.4,58.3,94,12/14/2015,421010048,3,16.2,60,32.6,
12/15/2015,14.8,57.5,3.785,35.6,282.4,15.6,109.8,61.7,12/15/2015,421010048,3,2.6,11,16.2,
12/16/2015,10.4,61.2,0,17.7,68,16,105,96.6,12/16/2015,421010048,3,5.4,23,2.6,
12/17/2015,11.2,87.7,21.943,12.2,34.9,9.9,19.4,96.6,12/17/2015,421010048,3,8.2,34,5.4,
12/18/2015,8,62,0.085,28.7,301.6,15.3,84.4,95.6,12/18/2015,421010048,3,6.5,27,8.2,
12/19/2015,2.9,42.8,0,35.6,274.1,16,106,48.4,12/19/2015,421010048,3,10.8,45,6.5,
12/20/2015,2.3,49.4,0,20.5,256,16,112.1,22.8,12/20/2015,421010048,3,13.5,54,10.8,
12/21/2015,8.9,62.1,0,24.7,219.9,16,54.7,78.5,12/21/2015,421010048,3,11.7,49,13.5,
12/22/2015,14.1,84.2,3.414,20.3,218.3,13.7,25.5,97.3,12/22/2015,421010048,3,9.7,40,11.7,
12/23/2015,15.8,91.2,33.195,28.3,127.5,7.6,45.7,99.9,12/23/2015,421010048,3,6.7,28,9.7,
12/24/2015,20.1,85.6,2.326,29.5,218.8,14.5,49.9,95,12/24/2015,421010048,3,2.4,10,6.7,
12/25/2015,17.8,90.9,7.384,13.7,254,6.7,43.5,97.8,12/25/2015,421010048,3,2.6,11,2.4,
12/26/2015,12.7,67.3,0,23.6,55.8,14.8,43.7,98.5,12/26/2015,421010048,3,3.6,15,2.6,
12/27/2015,13.1,88.5,1.635,25.3,262.6,7.6,91.8,98.8,12/27/2015,421010048,3,3.6,15,3.6,
12/28/2015,5.9,61.3,0.705,26.5,41.6,15.4,66,82.2,12/28/2015,421010048,3,6.1,25,3.6,
12/30/2015,9.3,85.9,3.679,11.7,76.6,10.1,37.7,100,12/30/2015,421010048,3,11.7,49,6.1,
12/31/2015,8.9,70.7,0.805,25.9,308.3,15.1,85.5,88.7,12/31/2015,421010048,3,8.2,34,11.7,
1/1/2016,4.4,53.5,0,27.8,287.7,16,49.7,83.8,1/1/2016,421010048,3,9.8,41,8.2,
1/2/2016,2.6,54.6,0,23.2,279.6,16,115.2,29.5,1/2/2016,421010048,3,17,61,9.8,
1/3/2016,3.1,60.4,0,27.5,277.7,15.7,116.4,13.5,1/3/2016,421010048,3,18.6,65,17,
1/4/2016,-2,44.7,0,34.3,340.7,16,99.6,25.7,1/4/2016,421010048,3,8.7,36,18.6,
1/5/2016,-6.1,37.2,0,26.5,349.9,16,124.3,0,1/5/2016,421010048,3,11.7,49,8.7,
1/6/2016,-2.2,47.6,0,10.8,243.2,16,124.3,4.9,1/6/2016,421010048,3,25.3,79,11.7,
1/7/2016,2.3,63.6,0,7.2,302.8,16,62.3,84.4,1/7/2016,421010048,3,30.2,89,25.3,
1/8/2016,4.7,66.9,0,16,48.3,15.5,43,95.8,1/8/2016,421010048,3,21.8,71,30.2,
1/9/2016,8,81,0,16,58.4,11.8,57.9,99.9,1/9/2016,421010048,3,10.1,42,21.8,
1/10/2016,12.8,75.4,18.913,37.3,224.5,12.3,84,86.1,1/10/2016,421010048,3,1.7,7,10.1,
1/15/2016,5.1,67.6,2.307,14.9,224.3,15.5,67.8,68.6,1/15/2016,421010048,3,22.3,72,1.7,
1/16/2016,7.4,70.3,5.583,28,295.2,13.6,120.1,84.5,1/16/2016,421010048,3,10.6,44,22.3,
1/17/2016,1.5,66.8,0.843,21,339.8,13.3,26.9,75.4,1/17/2016,421010048,3,4.3,18,10.6,
1/18/2016,-4.7,47.7,0,34.5,290.1,15.5,115.1,19.2,1/18/2016,421010048,3,10.7,45,4.3,
1/19/2016,-5.7,41.7,0,35.2,289.9,16,125.4,8.5,1/19/2016,421010048,3,9.3,39,10.7,
1/20/2016,-1.8,52.4,0,20.1,278.1,16,90,57.3,1/20/2016,421010048,3,9.7,40,9.3,
1/21/2016,-0.6,48.5,0,25.7,318.1,16,121.1,53.3,1/21/2016,421010048,3,14,55,9.7,
1/22/2016,-3.9,54.4,3.222,27.7,24.7,13.2,40.9,68.2,1/22/2016,421010048,3,8.6,36,14,
1/23/2016,-2.9,83.9,5.434,43.8,34.1,2.9,68.9,100,1/23/2016,421010048,3,5.6,23,8.6,
1/24/2016,-2.6,52.1,0,27.8,331,15.9,144.6,39.6,1/24/2016,421010048,3,9.7,40,5.6,
1/25/2016,-1.7,58.4,0,8,283.3,15.9,114.6,43.9,1/25/2016,421010048,3,29.1,87,9.7,
1/26/2016,3.6,66.6,0,20.1,227.4,15.7,106.3,75.8,1/26/2016,421010048,3,21,70,29.1,
1/27/2016,4.4,53.7,0,22.6,301,16,99.5,61.3,1/27/2016,421010048,3,10.7,45,21,
1/28/2016,0.4,61.7,0,15.6,225,15.8,136.8,45.2,1/28/2016,421010048,3,21.4,71,10.7,
1/29/2016,1.4,62.6,0,29.4,292,14.9,89.5,77.9,1/29/2016,421010048,3,17,61,21.4,
1/30/2016,0.7,51.4,0,20.6,245.9,16,144.6,30.1,1/30/2016,421010048,3,8.5,35,17,
1/31/2016,5.9,60.7,0,14.1,233.4,16,119.2,59.9,1/31/2016,421010048,3,12.8,52,8.5,
2/1/2016,9,71.2,2.487,21.1,272.4,14.3,66.9,80.2,2/1/2016,421010048,3,13.5,54,12.8,
2/2/2016,5.9,56.7,0,16.5,24.1,15.9,151,16.1,2/2/2016,421010048,3,4.4,18,13.5,
2/3/2016,10.5,82.9,10.455,26.2,169.1,14.7,84.2,92.3,2/3/2016,421010048,3,3.5,15,4.4,
2/4/2016,10.3,67.5,0.415,26.4,317,13.6,68.5,99.5,2/4/2016,421010048,3,5.3,22,3.5,
2/5/2016,3.2,64,2.314,29.7,344.9,12.6,110.4,67.1,2/5/2016,421010048,3,6.9,29,5.3,
2/6/2016,1.2,59.7,0,15.6,230.8,16,96.1,51.9,2/6/2016,421010048,3,11.3,47,6.9,
2/7/2016,2.7,61.5,0,23.5,42.8,15.5,64,57,2/7/2016,421010048,3,18.6,65,11.3,
2/8/2016,3.7,58.7,0,29.1,43.4,15.1,86.8,93.3,2/8/2016,421010048,3,10.6,44,18.6,
2/9/2016,0.7,84,1.392,18.2,62.9,9.3,68.6,99.6,2/9/2016,421010048,3,8.3,35,10.6,
2/10/2016,0.3,65.5,0.584,29.5,276.5,12.1,96,96.7,2/10/2016,421010048,3,11.7,49,8.3,
2/11/2016,-4.5,42.9,0.089,37.1,279.9,15.7,111.4,62.6,2/11/2016,421010048,3,9.9,41,11.7,
2/12/2016,-6,48,0.47,19.6,265.7,15.4,114.5,60.2,2/12/2016,421010048,3,9.9,41,9.9,
2/13/2016,-7.1,45.4,0,40.5,293.7,15.9,106.8,58.3,2/13/2016,421010048,3,11.9,50,9.9,
2/14/2016,-10.2,34.1,0,30.2,325.7,16,186.6,25.6,2/14/2016,421010048,3,7.1,30,11.9,
2/15/2016,-5,65.3,8.778,15.8,76.4,9.5,57.4,96.5,2/15/2016,421010048,3,17.1,62,7.1,
2/16/2016,8.5,79,13.719,36.5,201.6,11.3,45.8,82.5,2/16/2016,421010048,3,8.1,34,17.1,
2/17/2016,3.6,59.8,0,28.8,289.4,16,173.3,85.1,2/17/2016,421010048,3,10.8,45,8.1,
2/18/2016,0.4,41.7,0,29.2,335.6,16,180.1,33.7,2/18/2016,421010048,3,8,33,10.8,
2/19/2016,-0.5,49.2,0,20.3,163.8,16,119.9,63.8,2/19/2016,421010048,3,8,33,8,
2/20/2016,9.4,51.2,0,22,215.9,16,105,60.7,2/20/2016,421010048,3,8.9,37,8,
2/21/2016,9.5,65.7,0.794,20,353.4,15.4,85.3,66.5,2/21/2016,421010048,3,15.8,59,8.9,
2/22/2016,6.7,57.7,0.032,23.2,21.4,16,184.2,63.5,2/22/2016,421010048,3,5.5,23,15.8,
2/23/2016,4.1,81,7.097,26.4,53.6,10.9,43.7,96.1,2/23/2016,421010048,3,4.7,20,5.5,
2/24/2016,11,88.9,36.595,38.2,130.2,7.7,71.5,100,2/24/2016,421010048,3,1.3,5,4.7,
2/25/2016,9.3,63,5.896,44.4,248,15.7,140.5,87.6,2/25/2016,421010048,3,3.2,13,1.3,
2/26/2016,2.6,37.4,0,35.6,299.4,16,192.5,65.4,2/26/2016,421010048,3,3.2,13,3.2,
2/27/2016,1.7,43.3,0,25.3,268.6,16,201.3,30.7,2/27/2016,421010048,3,8.3,35,3.2,
2/28/2016,9.2,45.3,0,31.4,226.6,16,199.9,24.6,2/28/2016,421010048,3,8.6,36,8.3,
2/29/2016,11,48.7,0.277,41.9,249.8,16,152.7,33,2/29/2016,421010048,3,9.5,40,8.6,
3/1/2016,9.9,52.7,0,24.6,144.4,16,204.9,40.2,3/1/2016,421010048,3,6.8,28,9.5,
3/2/2016,7.1,46.3,5.964,42.4,289,15.3,174.3,52,3/2/2016,421010048,3,4.9,20,6.8,
3/3/2016,0.5,40.1,0,24.1,308.3,15.6,171.4,55.3,3/3/2016,421010048,3,5.6,23,4.9,
3/4/2016,1.1,71.5,1.973,27.9,25.8,10.4,106,82.8,3/4/2016,421010048,3,11.1,46,5.6,
3/5/2016,1.8,48.4,0,18,309,16,143.9,46.6,3/5/2016,421010048,3,9.4,39,11.1,
3/6/2016,3.2,56.3,0,13.3,51.7,15.9,146.7,72.6,3/6/2016,421010048,3,16.5,60,9.4,
3/7/2016,7.9,60,0,31.6,221.7,14.1,216.1,30.5,3/7/2016,421010048,3,21.4,71,16.5,
3/8/2016,15,44.4,0,16.2,237.1,16,204.3,57.3,3/8/2016,421010048,3,14.1,55,21.4,
3/9/2016,16.5,45.7,0,20.3,222.4,16,220,43.7,3/9/2016,421010048,3,15.5,58,14.1,
3/10/2016,20.3,51.9,0,21.3,232.2,16,164.7,68.8,3/10/2016,421010048,3,14.8,57,15.5,
3/11/2016,16.7,49.9,0.032,27.4,342.9,16,178.7,74.5,3/11/2016,421010048,3,2.9,12,14.8,
3/12/2016,10.4,48.1,0,15.8,243.2,16,150.8,64.9,3/12/2016,421010048,3,4.2,18,2.9,
3/13/2016,11.8,63.9,1.638,14,96.4,15.8,56.8,92.2,3/13/2016,421010048,3,6.7,28,4.2,
3/14/2016,8.3,85.2,24.232,28.3,61.6,7.4,74.1,99.7,3/14/2016,421010048,3,1.1,5,6.7,
3/15/2016,9,85,0.33,22.2,0.6,12.2,57.5,83.1,3/15/2016,421010048,3,3.9,16,1.1,
3/16/2016,12.4,76.6,0.38,17.8,159.5,11.2,163.6,53.3,3/16/2016,421010048,3,11.9,50,3.9,
3/17/2016,11,69.9,0.583,25.4,274.6,11.3,208.7,60.7,3/17/2016,421010048,3,10.7,45,11.9,
3/18/2016,12.8,31.1,0,36.6,282.8,16,213.1,42,3/18/2016,421010048,3,4.5,19,10.7,
3/19/2016,5.3,54,0.212,21.5,14.1,15.9,128.7,73.1,3/19/2016,421010048,3,3.1,13,4.5,
3/20/2016,3.6,58,1.458,23.7,48.3,14.7,157.4,94.1,3/20/2016,421010048,3,4.9,20,3.1,
3/21/2016,5.1,51.3,0.586,36.9,308.4,15,234.1,54.5,3/21/2016,421010048,3,5.8,24,4.9,
3/22/2016,7.7,38.1,0,27.5,238,16,251,25.8,3/22/2016,421010048,3,8.1,34,5.8,
3/23/2016,15.2,39,0,27.2,227.9,16,216.2,58.1,3/23/2016,421010048,3,10.4,43,8.1,
3/24/2016,12.2,63.3,0,23.5,65.1,15.1,234.4,57,3/24/2016,421010048,3,14.8,57,10.4,
3/25/2016,17.9,60.7,0.212,29.7,247.7,15.8,165.3,84.1,3/25/2016,421010048,3,4.6,19,14.8,
3/26/2016,8.7,53.8,0,22.8,45.5,16,262.6,44.4,3/26/2016,421010048,3,3.4,14,4.6,
3/27/2016,9.7,70.3,0,20,87.3,15.8,149.5,96.1,3/27/2016,421010048,3,6.1,25,3.4,
3/28/2016,11.8,68.6,12.032,45.1,297.5,11.9,196.1,90,3/28/2016,421010048,3,2.3,10,6.1,
3/29/2016,10.8,32.8,0,36.6,306.6,16,279,36.2,3/29/2016,421010048,3,3.1,13,2.3,
3/30/2016,8.5,31.9,0,22.2,191.1,16,281.6,33.3,3/30/2016,421010048,3,5.9,25,3.1,
